text;author
The FBI is offering a $50,000 reward for information leading to the capture of a serial killer who is suspected of 12 murders and 45 rapes in California, which date back 40 years. The killer, who is between 60 and 75 years old, is believed to be one of California's most prolific murderers. The East Area Rapist or the Golden State Killer, as he has been dubbed, is a white male with blond or light brown hair, who is around 5 feet, 10 inches tall. He was known to enter homes and confront sleeping couples before raping the woman and tying up the man. Sometimes, he would kill the couple, and at other times, he would attack women alone at home or with their children. The FBI believes that the man is still alive and would like to bring him to justice. If anyone knows anything about his whereabouts or possessions, they are requested to contact the FBI.;ChatGPT
The FBI is offering a $50,000 reward for any information that leads to the arrest of a serial killer who is suspected of 12 murders and 45 rapes in California. The killer carried out his crimes between 1976 and 1986 and is believed to be between 60 and 75 years old. He typically targeted sleeping couples in their homes, using a firearm and a flashlight to immobilize his victims before raping or killing them. The FBI has nicknamed him the East Area Rapist and the Golden State Killer. The killer has not been seen since 1986, but officials believe he may still be alive. The FBI is asking people to come forward with any information that could lead to his arrest.;ChatGPT
"The Federal Bureau of Investigation (FBI) announced today that they are offering a reward of up to $50,000 for information leading to the identification and arrest of a suspected serial killer in a California cold case.

The killer, who is believed to have operated in the early 2000s, is responsible for at least four murders of young women in the Los Angeles area. All of the victims were found strangled and their bodies dumped in remote locations. Despite extensive investigations by local law enforcement, the case has remained unsolved for over a decade.

In a press conference today, FBI officials expressed their hope that the reward would generate new leads in the case. ""We believe that someone out there has information that could help us bring this killer to justice,"" said Special Agent Paul Delacourt. ""Even if you think what you know is insignificant, please come forward. Every piece of information is valuable.""

The FBI also released composite sketches of the suspect, based on witness descriptions. The drawings depict a white or Hispanic male in his late 20s or early 30s at the time of the murders. He is described as having a medium build, with short brown hair and a neatly trimmed beard.

In addition to the reward money, the FBI also assured potential witnesses that they would be offered anonymity and protection. ""We understand that coming forward can be difficult, especially in cases like this,"" said Delacourt. ""We want to make sure that anyone who provides information can do so safely and without fear of retaliation.""

The reward and renewed efforts to solve the cold case have been welcomed by the families of the victims. ""We've been waiting for justice for so long,"" said Maria Hernandez, whose daughter was one of the victims. ""We hope that this will finally bring some closure and peace to our families.""

Anyone with information about the killer or the murders is encouraged to call the FBI's tip line at 1-800-CALL-FBI.";ChatGPT
"The FBI is offering a reward of $50,000 for information leading to the arrest and conviction of a suspected serial killer responsible for multiple murders in the 1980s. Dubbed the ""Golden State Killer,"" the suspect is believed to be responsible for at least 12 murders, 45 sexual assaults, and numerous burglaries throughout California.

The killer's reign of terror began in Sacramento in 1976 and continued until 1986, when the last known murder occurred in Orange County. Despite numerous inquiries and tip-offs over the years, the case remained cold until last year, when authorities used a DNA database to link the ""Golden State Killer"" to the crimes.

Now, the FBI is urging the public to come forward with any information that could help identify the killer. ""We believe there are people out there who may have information about this individual, or who may have seen something suspicious at the time of the crimes,"" said FBI Special Agent in Charge, Steve Moore.

The FBI has released a series of composite sketches of the suspect, based on witness descriptions. They describe the ""Golden State Killer"" as a white male, aged between 60 and 75 years old, with a stocky build and distinctive walking style. He is known to have used a variety of weapons, including guns and knives, to attack his victims.

Anyone with information about the ""Golden State Killer"" is urged to contact the FBI's dedicated tip line on 1-800-CALL-FBI. All calls will be kept confidential.";ChatGPT
The 2017 live-action adaptation of Beauty and the Beast, produced by Disney, holds the title for the highest grossing movie of the year, with over $1.26 billion in global ticket sales. However, it appears that the film's cast, including Emma Thompson and Stanley Tucci, were not surprised by its success. During an interview with Entertainment Weekly, PEOPLE, and InStyle, both actors laughed at the suggestion that the film could have been anything but a hit. Thompson noted that the fairy tale has been a popular property for centuries, while Tucci joked about his role as Maestro Cadenza. Beauty and the Beast stars Emma Watson and Dan Stevens, and is a musical remake of the 1991 Disney classic. Thompson and Tucci star in the new film The Children Act, which is premiering at the Toronto International Film Festival.;ChatGPT
Disney's live-action Beauty and the Beast adaptation was the most successful movie of 2017, grossing over $1.26 billion in global ticket sales. However, the cast of the film, including Emma Thompson and Stanley Tucci, were not surprised by its success. They laughed at the idea of the film being anything other than a hit, stating that the story of Beauty and the Beast is a timeless classic that has been around for centuries. In the film, Thompson played Mrs. Potts and Tucci played Maestro Cadenza. Despite their roles as inanimate objects, they both enjoyed being part of the film. The musical, which starred Emma Watson as Belle and Dan Stevens as the Beast, was released in March and is a remake of Disney's 1991 animated classic of the same name. Thompson and Tucci are also starring in the new film The Children Act, which premiered at this year's Toronto International Film Festival.;ChatGPT
"Emma Thompson, who played Mrs. Potts in Disney's recent blockbuster hit, ""Beauty and the Beast,"" recently spoke about the film's massive success and how it resonates with modern audiences.

The live-action adaptation of the beloved animated classic broke multiple records, earning $1.2 billion at the box office worldwide. Thompson attributes the film's success to the story's timeless themes.

""I think it speaks to something very fundamental in our human nature. This idea that we're all flawed, and that true beauty comes from within,"" Thompson said. ""It's a very hopeful message, and I think that's why it has such broad appeal.""

The actress, who is known for her outspoken views on women's issues, also commented on the character of Belle and her portrayal by Emma Watson.

""I think the way they wrote Belle was very smart. They made her this strong, determined woman who's not afraid to speak her mind. And Emma played her beautifully,"" Thompson said. ""It's so important for young girls to see characters like Belle on screen, because it shows them that they don't have to conform to traditional gender roles.""

Thompson herself has been a trailblazer for gender equality in Hollywood, and has spoken out against the industry's ageist and sexist tendencies. She believes that the success of ""Beauty and the Beast"" is a sign that audiences are ready for change.

""I think there's a real hunger for stories that represent women in a more complex and nuanced way. We're tired of seeing the same old stereotypes played out on screen,"" Thompson said. ""So I'm hopeful that this film's success will encourage Hollywood to greenlight more projects with strong, female leads.""

Overall, Emma Thompson's perspective on ""Beauty and the Beast"" underscores the importance of representation and diversity in entertainment. As Hollywood continues to grapple with issues of inclusivity, the success of films like ""Beauty and the Beast"" serve as a powerful reminder that audiences are hungry for stories that reflect the rich diversity of the human experience.";ChatGPT
"Emma Thompson, the British actress and screenwriter, has spoken out about the unprecedented success of Disney's live-action adaptation of Beauty and the Beast.

The film, which stars Emma Watson as Belle and Dan Stevens as the Beast, has broken box office records around the world and has become the highest-grossing live-action musical film of all time.

Speaking to the BBC, Thompson, who played the role of Mrs. Potts in the film, said that she was thrilled by the success of the movie, but that she was also surprised by the strong reaction it had received.

""I thought it would do well, but I didn't anticipate the level of enthusiasm and excitement that it has generated,"" she said.

According to Thompson, part of the reason for the film's success was its ability to tap into audiences' nostalgia for the original animated version of the story.

""People have a real affection for the original Beauty and the Beast,"" she said. ""They grew up with it and it has a special place in their hearts. So, I think there was always going to be a great deal of interest in a live-action version.""

Thompson also noted that the film's success had helped to shine a spotlight on the importance of gender equality in Hollywood and beyond.

""I think that the success of Beauty and the Beast has really demonstrated that there is a hunger for stories that feature strong, independent female characters,"" she said. ""And that's something that we all need to pay attention to.""

Overall, Thompson said that she was proud to have been a part of the film and was grateful for the opportunity to work with such a talented cast and crew.

""It was a wonderful experience from start to finish,"" she said. ""And I'm thrilled that audiences around the world have responded so positively to it.""";ChatGPT
A new documentary on the life of Tupac Shakur is in the works, to be directed by Steve McQueen and produced by Jayson Jackson, Nigel Sinclair and Tom Whalley. The documentary has yet to be titled and has been authorised by Shakur Estate trustee, Tom Whalley. Executive producer will be Tupac's aunt, Gloria Cox, with the approval of Amaru Entertainment, the company founded by TupacÉ??s mother. Although McQueen has an impressive track record, the family is determined that the film be a true reflection of the rapper and his life. McQueen said he was thrilled to be exploring the life of the legendary rapper and looking forward to telling the true story of the talented man.;ChatGPT
"Steve McQueen, the director of the Oscar-winning film 12 Years a Slave, is teaming up with producers Jayson Jackson and Nigel Sinclair to create a documentary about the life of Tupac Shakur. The project is the result of a deal struck with Tupac's estate, Amaru Entertainment, and will have the support of the late rapper's family, including his aunt Gloria Cox, who will serve as executive producer. Following the death of Tupac's mother Afeni in 2016, the family's aim is to tell ""the true story"" of the rapper, rather than creating a biased or shallow depiction of him. McQueen said that he was ""moved and excited"" to work on the film, and to explore the life and times of such a legendary artist.";ChatGPT
"Renowned British filmmaker Steve McQueen is set to direct a new documentary about the life and legacy of iconic American rapper Tupac Shakur. The Oscar-winning director of ""12 Years a Slave"" has been chosen by Tupac's estate to helm the feature-length film, which promises to offer a fresh perspective on the late musician's inimitable career and cultural impact.

The Tupac documentary will be produced in collaboration with Amaru Entertainment, the entertainment company founded by Tupac's mother Afeni Shakur, and White Horse Pictures, the production company behind the recent Freddie Mercury biopic ""Bohemian Rhapsody."" The project has been in the works for several years, with McQueen now confirmed to join the team and direct the film.

McQueen is an acclaimed filmmaker who has become known for exploring profound themes of race, identity, and power in his work. His films, which include ""Shame,"" ""Hunger,"" and ""Widows,"" are characterised by their intense emotional power, arresting visual language, and innovative storytelling techniques. For his work on ""12 Years a Slave,"" he won the Academy Award for Best Picture, becoming the first black producer ever to do so.

Tupac, meanwhile, was an iconic rapper, actor, and activist who rose to fame in the late 1980s and early 1990s as part of the burgeoning West Coast hip-hop scene. Known for his powerful and poetic lyrics, his engaging persona, and his social and political activism, Tupac quickly became a cultural icon and a voice for his generation.

However, his life was tragically cut short when he was gunned down in a drive-by shooting in Las Vegas in 1996, aged just 25. Since then, his legacy has continued to grow, with his music, poetry, and activism inspiring countless artists and activists around the world.

Now, McQueen has been chosen to help bring the story of this remarkable artist to life in a groundbreaking new documentary. Speaking about the project, the filmmaker said: ""I am extremely moved and excited to be exploring the life and times of this legendary artist. I attended NYU film school in 1993 and can remember the unfolding hip-hop world and mine overlapping with Tupac's through a mutual friend in a small way. Few, if any shined brighter than Tupac Shakur. I look forward to working closely with his family to tell the unvarnished story of this talented man.""

The Tupac documentary promises to be a powerful and revealing exploration of one of the most iconic figures in modern culture. With McQueen at the helm, viewers can expect a film that is both emotionally resonant and visually arresting, capturing the spirit and legacy of a true hip-hop legend. Fans of Tupac's music, as well as those interested in the intersections of art, culture, and identity, will not want to miss this groundbreaking new documentary.";ChatGPT
"Exciting news for Tupac fans as a brand-new documentary about the late rapper is in the works! The film is being directed by none other than Steve McQueen, the man behind the critically acclaimed film ""12 Years a Slave.""

In an announcement made earlier this week, it was revealed that the documentary will focus on Tupac's life and career, exploring the impact he had on the music industry and the cultural landscape as a whole.

Speaking about the project, Steve McQueen said: ""Tupac's influence on music and culture is undeniable. I'm extremely excited to be working on this project and to be able to explore the life of such an iconic figure.""

The documentary is set to be produced by Jay-Z, among others, and is expected to include never-before-seen footage of the rapper, as well as interviews with his friends, family, and musical collaborators.

Tupac, also known as 2Pac, was one of the most influential and beloved rappers of all time. He rose to fame in the early 1990s, with hits such as ""California Love"" and ""Changes,"" and his music continues to resonate with fans around the world today, over 20 years after his death.

There's no word yet on when the documentary will be released, but considering the talent involved, it's sure to be something special. So stay tuned, Tupac fans É?? this is one project you won't want to miss!";ChatGPT
"The colors of flamingos and blue-footed boobies are due to chemicals called carotenoids, which are obtained through their diets. These molecules not only serve as pigments, but also help boost the immune system. A new study published in Naturwissenschaften suggests that bright plumage may also indicate a healthy digestive system. Since carotenoids are obtained through digestion, the theory is that a bird with efficient digestion will have brighter plumage. To test this, researchers collected faeces from male house finches and used a test called the ""acid steatocrit"" to assess the efficiency of their fat digestion, as carotenoids are bound to fatty molecules. They found a correlation between the brightness of the birds' breasts and the efficiency of their digestion. This could potentially make plumage an important factor in mate selection for female house finches.";ChatGPT
"Many birds borrow their vibrant colors from the food they eat. For example, Flamingos consume blue-green algae to get their pink hue, while blue-footed boobies get theirs from the fish they eat. These colors come from carotenoids, which are used as pigments but also help to stimulate the immune system. A recent study has shown that bright plumage can also indicate a healthy digestive system. Researcher Tuul Sepp and colleagues from Arizona State University collected faeces from male house finches and used the ""acid steatocrit"" test to assess the efficiency of their fat digestion. They found a correlation between the brilliance of a birdÉ??s breast and the efficiency of its fat digestion, suggesting that females may choose mates based on the prettiness of their plumage as a signal of their health and efficiency at extracting nutrients from their food.";ChatGPT
"Most adults in the U.S. shave, wax or groom their pubic hair. But the practice is leading to a surprising number of injuries, according to the latest study on the subject. In a new survey reported in JAMA Dermatology, researchers found that 76% of adults in the U.S. said they groomed their pubic hair. About a quarter of them reported injuries related to grooming. The most common injuries were cuts, followed by rashes and burns. Most were not serious, but in 1.5% of cases, the injuries required medical attention. Dr. Benjamin Breyer, vice chair of urology at the University of California San Francisco, and his colleagues conducted the survey using a specially designed questionnaire that asked people to report their grooming habits and injuries. As a urologist, Breyer wanted to investigate pubic hair grooming injuries when he learned that about 3% of the adults who came to the emergency room at UCSF were there because of grooming injuries.   Not surprisingly, the people who reported injuries were also those who said they groomed more frequently and were more likely to groom more extensively, in many cases removing all of their pubic hair. ""One lesson to take from this is that if you have had significant grooming injuries, or keep getting injured, you should reconsider the areas you groom, how frequently you do it, and the extent to which you do it,"" Breyer says. The survey wasnÉ??t designed to determine which grooming methodÉ??shaving versus waxing, for exampleÉ??was safer. But they found that more than 60% of the injuries were related to cuts, so it makes sense that using razors could be dangerous for some people. Oil These results may be important for more than just preventing injuries, Breyer says. Injuries in the pubic area could make people more vulnerable to infections, including sexually transmitted diseases. He plans to look at the relationship between grooming injuries and sexually transmitted infections to see if injuries might lead to higher rates of transmission. For now, he says that the results should be reassuring to groomers, since most are doing it safely without harming themselves. But people who are getting injuredÉ??and especially those who are getting injured repeatedlyÉ??should consider grooming less frequently and taking off less hair. ""Infections from grooming injuries are rare,"" he says, but grooming more mindfully could save you a visit to the doctor.";human
"A lot of the problems with string theory reduce to the fact that we don't really have a way to verify or falsify its predictions. Key to string theory is the existence of, well, strings, which amount to tiny coiled-up bonus dimensions extending beyond the four that we all know and love. Unfortunately, these strings are so small, about 10É??35 meters, that even the most powerful particle colliders imaginable wouldn't be able to offer a glimpse. But, still, there are many that want to believe. Enter physicists Sergio Guti??rrez, Abel Camacho, and H??ctor Hern?≠ndez of Universidad Autonoma Metropolitana-Iztapalapa in Mexico City. The trio posted a paper late last month to the arXiv preprint server suggesting that it may be possible to detect extra dimensions by using Bose-Einstein condensates as windows of sorts. Bose-Einstein condensates are pretty neat. The basic idea is that if you cool a bunch of particles way, way down, they start acting like one great big particle. The upshot is that the quantum effects normally seen at subatomic scales can be experienced at relatively macro scales. As the researchers explain in the paper, the properties of Bose-Einstein condensates depend in part on the number of space-like dimensions. If string theory were to be correct, and there are a bunch of way-small extra dimensions, we might expect discontinuities in the condensate's specific heat, which is a measure of the heat required to raise its temperature by a set amount. If there are some extra dimensions, then maybe we'll see something weird happening with this specific heat as the gas is cooled beyond the condensation threshold, which is the point where all of the different particles start acting as one. As physicist and singer Sabine Hossenfelder writes at Backreactions, there's a pretty big flaw in this line of reasoning. The thing about these super-tiny dimensions is that any particles that might happen to be hanging out inside of them would have to be oscillating at super-high frequencies. To see this, imagine a prisoner pacing back and forth in a cell at a constant rate. Now, take the same prisoner exerting the same energy and put them into a smaller cell. They'll be covering the span from cell wall to cell wall much more frequently. So it is with particles. A particle confined to one of these string dimensions will have to be bouncing back and forth at way high frequencies, and that amounts to a tremendous amount of energy. This is much more energy than can be supplied in a Bose-Einstein condensate, which has been chilled to the point of profound sluggishness. ""So what's the proposal in the paper then?,"" Hossenfelder writes. ""There isn't one. They simply ignore that the higher harmonics can't be excited and make a calculation. Then they estimate that one needs a condensate of about a thousand particles to measure a discontinuity in the specific heat, which depends on the number of extra-dimensions."" I've reached out to the authors of the paper for a response and will update if and when I hear back.";human
"Eleven million deaths worldwide in 2017 were linked to people eating poor diets high in sugar, salt and processed meat that contributed to heart disease, cancer and diabetes, a global study found. The research, published in the Lancet medical journal, found that among 195 countries studied, the proportion of diet-related deaths was highest in Uzbekistan and lowest in Israel. The United States ranked 43rd, while Britain was 23rd, China 140th and India 118th. Consumption of healthier foods such as nuts and seeds, milk and whole grains was on average too low, and people consumed too many sugary drinks and too much processed meat and salt. This led to one in five deaths in 2017 being linked to bad diets. The Global Burden of Disease study tracked trends from 1990 to 2017 of consumption of 15 dietary factors. Chris Murray, director of the Institute for Health Metrics and Evaluation at the University of Washington which led the work, said it ""affirms what many have thought for several years"". ""Poor diet is responsible for more deaths than any other risk factor in the world,"" he said. ""Our assessment suggests the leading dietary risk factors are high intake of sodium, or low intake of healthy foods, such as whole grains, fruit, nuts and seeds and vegetables."" The study found people ate only 12 percent of the recommended amount of nuts and seeds - an average intake of 3 grams a day, compared with the recommended 21 g - and drank more than 10 times the recommended amount of sugary drinks. Diets high in sugar, salt and bad fats are known risk factors for heart disease, stroke, diabetes and many types of cancer. The global diet also included less than a quarter of the recommended amount of whole grains - at 29 g average intake a day compared with the recommended 125 g - and almost double the recommended amount of processed meat - at around 4 g average intake per day compared with the 2 g recommended. A study published in January suggested an ""ideal diet"" for the health of people and the planet would include a doubling of consumption of nuts, fruits, vegetables and legumes, and a halving of meat and sugar intake. In a breakdown of diet-related deaths, the study found that of the 11 million in 2017, almost 10 million were from cardiovascular diseases, around 913,000 from cancer, and almost 339,000 from type 2 diabetes. Annual deaths related to diet have increased from 8 million in 1990, but the researchers said this was largely due to increases in populations and populations aging.";human
"What the Los Angeles Kings already have, the Nashville Predators want. By beating Los Angeles 5-2 Monday night at sold-out Bridgestone Arena, Nashville took a big step toward joining the Kings in the Western Conference playoff field, perhaps even pairing with them in the first round to boot. In picking up at least one point for the 17th time in 19 games, the Predators broke the scoring seal with three second-period markers, then held off a furious third-period rally with clutch penalty-killing and a timely goal by center Ryan Johansen. ""ThereÉ??s a lot of possibilities and we still have games left,"" Nashville center Mike Fisher said. ""I thought we came out with a purpose tonight and played really hard. They gave us all we wanted at the end, but we executed really well."" After a physical first period filled with hits É?? 29 overall, 18 by Los Angeles É?? and a combined 21 shots on net, the Predators took command with a sustained flurry that knocked out goalie Jonathan Quick before the third period began. Right winger James Neal started the barrage at 7:37 with his 28th goal, beating Quick with a wrister from the top of the left faceoff circle off a clean faceoff win by Johansen. ""You always want to get the first one and go from there,"" Neal said. ""I thought the big thing was we were able to keep it going. We disrupted their offense; we got to a lot of pucks."" Following a botched line change by the Kings that cost them a minor penalty for too many men on the ice É?? they had seven at one point before the whistle blew É?? Fisher made it 2-0 with a power-play marker at 13:17. He followed his shot and poked the rebound into an open net for his 12th tally. Left winger Filip Forsberg capped the outburst with a backhand score from the left goalpost at 15:23, making him the fifth player in franchise history with 30 goals and putting him within three of tying the franchise record set by Jason Arnott. But Los Angeles predictably bounced back, silencing the audience of 17,113 with two goals in the third periodÉ??s first eight minutes. Left winger Tanner Pearson tipped a point blast from defenseman Drew Doughty by goalie Pekka Rinne 32 seconds into the period to notch his 14th goal, followed by a wrister from the point by Alec Martinez for his 10th marker. However, Johansen blunted the KingsÉ?? momentum by deflecting a point shot from defenseman Shea Weber past backup goalie Jhonas Enroth at 11:45, his 13th goal of the season. ""If you look at it, there are a lot of momentum swings in any game,"" Johansen said. ""TheyÉ??re a great team and they were coming at us. That was a huge goal, no matter how you look at it."" Los Angeles still created chances to dent its two-goal deficit, earning a pair of power-play opportunities after JohansenÉ??s tally. But Nashville killed off those penalties, as well as another one earlier in the period, with some of its best shorthanded work of the season. ""I liked the quickness we had on pucks and the quickness that we had on battles,"" Predators coach Peter Laviolette said of the penalty kill. ""We were able to get clears 200 feet a few times."" Defenseman Roman Josi capped the scoring with an empty-netter at 19:31 for Nashville, which drew within four points of Chicago in the Central Division and denied the Kings a chance to establish a six-point lead over Anaheim in the Pacific Division. ""The second period, we turned the pucks over a little bit and gave them off-man rushes,"" Los Angeles coach Darryl Sutter said. ""Our forwards had trouble getting to the net against their defense. Most of our chances came from up top from our defense."" Rinne finished with 28 saves on 30 shots in earning his 30th win of the season, while Quick stopped 24 of 27 shots. Enroth faced only two shots. ";human
"The brain drains waste fluid via a system of cells that can function incorrectly as they age, potentially leading to neurological issues, according to a preclinical study published in Nature Wednesday. Why it matters: Researchers think dysfunction in the system of cells could play a role in  É?? and be a potential treatment target for É?? neurodegenerative disorders like Alzheimer's and multiple sclerosis. Background: How the brain and spinal cord drain cerebrospinal fluid has been under recent debate, as scientists only recently re-discovered the central nervous system  has its own lymphatic system. ""The textbook knowledge is that CSF directly drains into veins, however, this is mostly based on knowledge gained from studies performed over 100 years ago,"" Steven Proulx, of the Theodor Kocher Institute in Switzerland, tells Axios. But studies in recent years, ""highlighted the forgotten role"" lymphatics play, adds Proulx, who was not part of this study. Still, the route remains under debate. Proulx says there is evidence CSF can also drain through routes along cranial nerves, like in the nasal or optical region, citing his 2017 study. Others propose the meningeal lymphatic vessels at the top of the skull are most important. What they did: This research team, over roughly 3 years, used fluorescence microscopy and MRIs to track the function of mLVs in genetically modified mouse and rat models, Cho said. They compared the function of basal and dorsal mLVs between young and older mice. What they found: MLVs at the base of the skull ""provide a direct route for the clearance of large molecules including toxic metabolites from the brain, which is impaired with aging,"" Cho tells Axios. They found that in the older mice, dorsal mLVs showed faster deterioration and basal mLVs were enlarged and more numerous, but also showed fewer valves and some signs of disintegration.  What they're saying: Taija M??kinen, of Uppsala University in Sweden, writes in an accompanying News and Views piece... But, but, but: So far, the experiments have been done in animal models and the findings would have to be tested and confirmed in humans, Proulx says. ""Until these studies are performed, I expect that clinicians will remain skeptical of this concept, as it is so radically different from what they have learned in medical school.""";human
"U.S. President Donald TrumpÉ??s request for a review of the administrationÉ??s expanded use of biofuel waivers for oil refiners is holding up its decisions on 2018 applications, according to three sources familiar with the matter, two of whom said Trump may soon host a meeting on the issue. Trump had ordered members of his Cabinet to review the controversial waiver program, which exempts small refiners in financial turmoil from their obligation to blend ethanol into gasoline, last month after hearing from farmers angry about the issue during his recent Midwest tour. Since Trump took office, the Environmental Protection Agency has more than quadrupled the number of waivers it has granted to refiners, saving the oil industry hundreds of millions of dollars, but enraging another key constituency - corn growers - who claim the move threatens ethanol demand. Since TrumpÉ??s request for a review, the EPA has been scrambling to come up with a solution to move forward with 40 pending applications for the waivers, called Small Refinery Exemptions or SREs, covering 2018. ""The SRE decision is being held up because the President wants to have this conversation,"" one of the sources familiar with the issue said. Two sources said the White House could host a meeting next week on the issue that would include Trump, Agriculture Secretary Sonny Perdue, EPA Administrator Andrew Wheeler, and senators from both oil and farm states. There was no final decision yet on whether a meeting would be held, or when, they said. All three of the sources said that the 2018 SRE decisions were nearly finalized before Trump became involved. The White House declined to comment. The EPA responded to a request for comment by saying it was implementing biofuel policy in accordance with the law. ""We will work with the White House, DOE, USDA, members of Congress and other stakeholders to ensure the proper administration of the,"" EPA spokesman Michael Abboud said in an emailed statement. The Department of Energy provided the EPA its scoring results for the 40 outstanding 2018 applications in late April, sources told Reuters. EPA is required to decide on applications no later than 90 days after receiving them. Some refiners say they filed their applications far earlier than April, and say the EPA is already late. The Renewable Fuel Standard, a more than decade-old regulation that is aimed at helping farmers and reducing U.S. dependence on oil, has been a big point of contention between the rivaling oil and corn industries, leaving Trump struggling to find a balance between the two important constituencies as he eyes a bid for re-election next year. The regulation requires refiners to blend increasing volumes of ethanol and other biofuels into their fuel each year or purchase credits from those that do. But it also allows refining facilities of less than 75,000 barrels per day to request waivers if they can prove that complying with the law would cause them disproportionate financial hardship. Small refineries owned by giants like Exxon Mobil and Chevron Corp, along with a facility owned by billionaire investor Carl Icahn have secured waivers from TrumpÉ??s EPA, according to Reuters reporting. TrumpÉ??s request that Cabinet members, including Agriculture Secretary Perdue, help hash out a fix to the waiver program has become a source of concern for lawmakers representing oil refining states. Perdue has often publicly criticized the EPAÉ??s administration of the waiver program, siding with farmers. Last week, Republican senators representing oil states wrote to Trump asking him to keep Perdue away from any decision-making process over the petitions. Louisiana Senator John Kennedy also wrote to Perdue saying he will block confirmation of agency nominations until Perdue ""stops interfering.""";human
"Double Olympic skeleton champion Lizzy Yarnold has undergone successful surgery to treat a long-standing back problem, the British Bobsleigh and Skeleton Association said on Tuesday. Yarnold, who became the first Briton to successfully defend a Winter Olympic title when she claimed skeleton gold at this yearÉ??s Games in Pyeongchang, had an operation to fix some slipped disk on Monday. ""Lizzy has been managing the pain in her back for some time now and we were all of the same opinion that an operation was in the best interests of LizzyÉ??s health and wellbeing,"" said Andi Schmid, British Skeleton performance director, said in a statement. ""We are delighted that the surgery was a success and we will now ensure that Lizzy has all the support she needs to facilitate her recovery."" The 29-year-old Yarnold will continue her rehabilitation at home, with no return date yet set for a return. ""Skeleton is a demanding sport and the last Olympic cycle was a particularly intensive one in which Lizzy had to overcome a number of physical challenges,"" Schmid added. ""While we appreciate that there will be questions regarding LizzyÉ??s return to action, the most important thing right now is that she rests, recuperates and gets herself back to full health in her own time."" Yarnold said it was the best time for the surgery and now hopes for a quick recovery. ""IÉ??d like to say a big thank you to everyone who is helping piece this slightly broken athleteÉ??s body back together,"" said Yarnold. ""Now felt like a good time to have it done, I couldnÉ??t manage the pain any longer! IÉ??m not feeling great right now but hereÉ??s hoping recovery will be speedy.""";human
"Cybercriminals have stolen data from Verizon's enterprise unit and have put it up for sale online. According to security journalist Brian Krebs, the data was stolen from Verizon Enterprise Solutions, a Verizon business unit that provides IT services to major companies, and which itself is often tasked with responding to large data breaches. Krebs reports that information on about 1.5 million enterprise customers was put up for sale on a forum this week, though no data on Verizon wireless consumers was involved in the breach. According to Verizon Enterprise Solutions, 97 percent of Fortune 500 companies use the company's services. Entire database priced at $100,000 According to Krebs, the data was put up for sale by a ""prominent member of a closely guarded underground cybercrime forum."" The entire database was priced at $100,000, though the hacker offered to sell it off in chunks, as well: $10,000 for 100,000 records. The hacker is also selling information on weaknesses in Verizon's website, Krebs reports. Verizon has not provided details on how the hack occurred, though it acknowledged a vulnerability and said it is notifying its customers. ""Verizon recently discovered and remediated a security vulnerability on our enterprise client portal,"" Verizon said in a statement sent to Krebs. ""Our investigation to date found an attacker obtained basic contact information on a number of our enterprise customers. No customer proprietary network information or other data was accessed or accessible.""";human
"DOGS have long been manÉ??s closest animal companion. The story of how they accompanied traders and settlers to every corner of the globe has now been pieced together in an unusual way by a group studying a unique genetic tag associated with a canine cancer. And in the process, this has turned up surprising new evidence about how cancer cells survive. Transmissible cancers are rare. One of them, canine transmissible venereal tumour, spreads between dogs through the transfer of living cells during mating. The disease, which usually appears as genital tumours in both male and female dogs, is believed to have originated in a single dog some 11,000 years ago and survived by spreading to other dogs. It is now found in dogs worldwide. Upgrade your inbox and get our Daily Dispatch and Editor's Picks. Since that founder dog first spawned CTVT, however, the disease has changed its genetic nature, according to Andrea Strakova, M?≠ire N?? Leathlobhair and Elizabeth Murchison of the University of CambridgeÉ??s Department of Veterinary Medicine and an international team of colleagues. They looked at the DNA of mitochondria in 449 tumours in dogs from 39 countries. Mitochondria are units within cells that act as power plants, turning the energy contained in sugar into a form of fuel which a cell can use. Mitochondria have their own genome, which is likely to be a hangover from a time when they may have existed as free-living organisms. Previous studies have shown that mitochondrial DNA has been able to transfer from body cells in infected dogs into the cells in their tumours, and hence to the tumours of dogs that were subsequently infected. As the group report in eLife, they found evidence of the cancer having ""stolen"" mitochondrial DNA from the cells of its host on at least five occasions during the long history of the disease. This may well have been done to help the tumour survive, says Ms Strakova. By mapping the points at which mitochondrial DNA made the transfer it was possible to work out how the tumours are related to each other. Of the five main branches of the family tree which the researchers came up with, the oldest arose 1,000-2,000 years ago, probably in India, where the clade still persists. One of the most common clades spread from Russia or China around 1,000 years ago, but did not arrive in the Americas until within the last 500 years, suggesting it was taken there by European colonialists. Contemporary art shows conquistadors used dogs both for protection and as a source of food. The disease arrived in Australia around the turn of the 20th century, most likely among dogs accompanying European settlers. Yet the study also found an exceptional dog in Nicaragua in which its tumour had not just mingled with some mitochondrial DNA from its canine host but actually spliced the two sequences together. This so-called ""recombination"" of DNA in mitochondria is extremely unusual. It could be happening on a much wider scale, the researchers believe, perhaps even in human cancers, where it would be much more difficult to detect because the tumourÉ??s mitochondrial DNA is likely to be very similar to the mitochondrial DNA in the patientÉ??s normal cells. It is not yet known what the significance of mitochondrial DNA recombination in cancer could be. But it might be that the genetic changes it bestows somehow help cancer cells. If so, blocking the process could provide another way to fight the disease. That would be one more debt man owes to his dogs.";human
